"时间","下次更新","排名","分数","播放","传播","喜好","畅销","推荐"
"1690501200000","2023.07.28 08:05","366","29.12","45.29","0.10","7.72","81.60","2.37"
"1690505400000","2023.07.28 09:15","366","29.19","45.34","0.10","7.75","81.61","2.45"
"1.690509e+12","2023.07.28 10:15","366","29.23","45.37","0.10","7.81","81.63","2.45"
"1690511400000","2023.07.28 10:55","366","29.26","45.39","0.10","7.84","81.67","2.45"
"1.690512e+12","2023.07.28 11:05","366","29.26","45.39","0.10","7.86","81.67","2.45"
"1690513200000","2023.07.28 11:25","368","29.27","45.40","0.10","7.89","81.67","2.45"
"1690513800000","2023.07.28 11:35","372","29.28","45.40","0.10","7.91","81.68","2.45"
"1690514400000","2023.07.28 11:45","372","29.29","45.41","0.10","7.91","81.68","2.47"
"1690515600000","2023.07.28 12:05","372","29.31","45.42","0.10","7.92","81.69","2.47"
"1690516800000","2023.07.28 12:25","374","29.33","45.44","0.10","7.94","81.70","2.47"
"1690517400000","2023.07.28 12:35","374","29.34","45.44","0.10","7.99","81.71","2.47"
"1.690518e+12","2023.07.28 12:45","374","29.34","45.45","0.10","7.99","81.71","2.47"
"1690519200000","2023.07.28 13:05","374","29.36","45.46","0.10","7.99","81.71","2.49"
"1690520400000","2023.07.28 13:25","375","29.37","45.47","0.10","7.99","81.72","2.49"
"1.690521e+12","2023.07.28 13:35","377","29.37","45.48","0.10","7.99","81.72","2.49"
"1690521600000","2023.07.28 13:45","378","29.38","45.49","0.10","8.00","81.72","2.49"
"1690522800000","2023.07.28 14:05","379","29.39","45.50","0.10","8.00","81.73","2.49"
"1.690524e+12","2023.07.28 14:25","380","29.40","45.51","0.10","8.00","81.73","2.49"
"1690525200000","2023.07.28 14:45","380","29.41","45.52","0.10","8.00","81.73","2.49"
"1690526400000","2023.07.28 15:05","380","29.42","45.53","0.10","8.01","81.73","2.49"
"1690527600000","2023.07.28 15:25","380","29.44","45.55","0.10","8.05","81.74","2.49"
"1690528200000","2023.07.28 15:35","382","29.44","45.55","0.10","8.05","81.74","2.49"
"1690528800000","2023.07.28 15:45","382","29.44","45.56","0.10","8.05","81.74","2.49"
"1.69053e+12","2023.07.28 16:05","383","29.45","45.56","0.10","8.06","81.75","2.49"
"1690531200000","2023.07.28 16:25","383","29.46","45.57","0.10","8.06","81.75","2.49"
"1690531800000","2023.07.28 16:35","383","29.46","45.58","0.10","8.06","81.75","2.49"
"1.690533e+12","2023.07.28 16:55","383","29.47","45.59","0.10","8.06","81.76","2.49"
"1690533600000","2023.07.28 17:05","383","29.48","45.60","0.10","8.08","81.76","2.49"
"1690534800000","2023.07.28 17:25","383","29.50","45.60","0.10","8.13","81.77","2.49"
"1690535400000","2023.07.28 17:35","383","29.50","45.61","0.10","8.15","81.77","2.49"
"1.690536e+12","2023.07.28 17:45","384","29.52","45.62","0.10","8.18","81.78","2.49"
"1690537200000","2023.07.28 18:05","384","29.53","45.63","0.10","8.21","81.78","2.49"
"1690538400000","2023.07.28 18:25","384","29.55","45.65","0.10","8.22","81.79","2.49"
"1.690539e+12","2023.07.28 18:35","384","29.56","45.65","0.10","8.25","81.79","2.49"
"1690539600000","2023.07.28 18:45","384","29.56","45.66","0.10","8.25","81.80","2.49"
"1690540800000","2023.07.28 19:05","384","29.58","45.68","0.10","8.25","81.80","2.49"
"1.690542e+12","2023.07.28 19:25","385","29.59","45.69","0.10","8.25","81.81","2.49"
"1690542600000","2023.07.28 19:35","385","29.60","45.69","0.10","8.28","81.82","2.49"
"1690543200000","2023.07.28 19:45","385","29.60","45.70","0.10","8.28","81.82","2.49"
"1690544400000","2023.07.28 20:05","385","29.61","45.70","0.10","8.31","81.82","2.49"
"1690546200000","2023.07.28 20:35","385","29.63","45.72","0.10","8.31","81.84","2.49"
"1.690548e+12","2023.07.28 21:05","385","29.65","45.74","0.10","8.32","81.84","2.49"
"1690549200000","2023.07.28 21:25","385","29.65","45.75","0.10","8.33","81.84","2.49"
"1690550400000","2023.07.28 21:45","386","29.68","45.76","0.10","8.35","81.86","2.51"
"1690551600000","2023.07.28 22:05","386","29.68","45.77","0.10","8.35","81.87","2.51"
"1690552800000","2023.07.28 22:25","386","29.70","45.78","0.10","8.41","81.87","2.51"
"1690553400000","2023.07.28 22:35","386","29.70","45.78","0.10","8.42","81.87","2.51"
"1.690554e+12","2023.07.28 22:45","386","29.71","45.78","0.10","8.43","81.87","2.51"
"1690555200000","2023.07.28 23:05","387","29.72","45.79","0.10","8.43","81.88","2.51"
"1690556400000","2023.07.28 23:25","387","29.73","45.80","0.10","8.45","81.89","2.51"
"1.690557e+12","2023.07.28 23:35","387","29.73","45.80","0.10","8.45","81.89","2.51"
"1690557600000","2023.07.28 23:45","387","29.73","45.80","0.10","8.45","81.89","2.51"
"1690558800000","2023.07.29 00:05","387","29.73","45.81","0.10","8.45","81.89","2.51"
"1.69056e+12","2023.07.29 00:25","387","29.74","45.81","0.10","8.45","81.90","2.51"
"1690561200000","2023.07.29 00:45","389","29.76","45.82","0.10","8.50","81.90","2.51"
"1690562400000","2023.07.29 01:05","389","29.77","45.83","0.10","8.52","81.91","2.51"
"1690563600000","2023.07.29 01:25","389","29.78","45.83","0.10","8.54","81.92","2.51"
"1690564200000","2023.07.29 01:35","389","29.78","45.84","0.10","8.54","81.92","2.51"
"1690564800000","2023.07.29 01:45","389","29.78","45.84","0.10","8.54","81.92","2.51"
"1.690566e+12","2023.07.29 02:05","389","29.79","45.85","0.10","8.55","81.93","2.51"
"1690567200000","2023.07.29 02:25","389","29.80","45.86","0.10","8.55","81.95","2.51"
"1690567800000","2023.07.29 02:35","390","29.80","45.86","0.10","8.55","81.95","2.51"
"1690568400000","2023.07.29 02:45","391","29.81","45.86","0.10","8.55","81.95","2.51"
"1690569600000","2023.07.29 03:05","391","29.81","45.87","0.10","8.55","81.95","2.51"
"1690570200000","2023.07.29 03:15","391","29.82","45.88","0.10","8.59","81.96","2.51"
"1690571400000","2023.07.29 03:35","391","29.82","45.88","0.10","8.59","81.96","2.51"
"1.690572e+12","2023.07.29 03:45","391","29.83","45.88","0.10","8.59","81.96","2.51"
"1690573200000","2023.07.29 04:05","391","29.83","45.89","0.10","8.59","81.96","2.51"
"1690574400000","2023.07.29 04:25","391","29.84","45.89","0.10","8.61","81.97","2.51"
"1.690575e+12","2023.07.29 04:35","391","29.84","45.90","0.10","8.61","81.97","2.51"
"1690575600000","2023.07.29 04:45","391","29.84","45.90","0.10","8.61","81.97","2.51"
"1690576800000","2023.07.29 05:05","391","29.85","45.90","0.10","8.62","81.97","2.51"
"1.690578e+12","2023.07.29 05:25","391","29.85","45.90","0.10","8.62","81.97","2.51"
"1690578600000","2023.07.29 05:35","391","29.85","45.90","0.10","8.62","81.97","2.51"
"1690579200000","2023.07.29 05:45","391","29.85","45.90","0.10","8.62","81.97","2.51"
"1690580400000","2023.07.29 06:05","391","29.85","45.90","0.10","8.62","81.97","2.51"
"1690581600000","2023.07.29 06:25","391","29.85","45.91","0.10","8.62","81.97","2.51"
"1690582200000","2023.07.29 06:35","391","29.85","45.91","0.10","8.62","81.97","2.51"
"1690582800000","2023.07.29 06:45","391","29.85","45.91","0.10","8.62","81.97","2.51"
"1.690584e+12","2023.07.29 07:05","391","29.85","45.91","0.10","8.62","81.97","2.51"
"1690585200000","2023.07.29 07:25","392","29.85","45.91","0.10","8.62","81.97","2.51"
"1690585800000","2023.07.29 07:35","393","29.86","45.91","0.10","8.62","81.97","2.51"
"1690586400000","2023.07.29 07:45","393","29.86","45.91","0.10","8.62","81.97","2.51"
"1690587600000","2023.07.29 08:05","393","29.86","45.92","0.10","8.62","81.97","2.51"
"1690591800000","2023.07.29 09:15","394","29.89","45.94","0.10","8.68","81.99","2.51"
"1690595400000","2023.07.29 10:15","395","29.92","45.96","0.10","8.70","82.00","2.51"
"1690597200000","2023.07.29 10:45","397","29.93","45.98","0.10","8.71","82.01","2.51"
"1690598400000","2023.07.29 11:05","398","29.96","45.98","0.10","8.76","82.02","2.56"
"1690599600000","2023.07.29 11:25","398","29.98","45.99","0.10","8.79","82.02","2.56"
"1690600200000","2023.07.29 11:35","398","29.98","46.00","0.10","8.79","82.02","2.56"
"1690600800000","2023.07.29 11:45","398","29.98","46.00","0.10","8.79","82.02","2.56"
"1.690602e+12","2023.07.29 12:05","398","30.00","46.02","0.10","8.80","82.04","2.56"
"1690603200000","2023.07.29 12:25","400","30.01","46.03","0.10","8.80","82.05","2.56"
"1690603800000","2023.07.29 12:35","400","30.02","46.03","0.10","8.83","82.05","2.56"
"1690604400000","2023.07.29 12:45","401","30.02","46.03","0.10","8.83","82.06","2.56"
"1690605600000","2023.07.29 13:05","404","30.03","46.04","0.10","8.83","82.06","2.56"
"1690606800000","2023.07.29 13:25","404","30.04","46.05","0.10","8.86","82.06","2.56"
"1690607400000","2023.07.29 13:35","404","30.04","46.06","0.10","8.86","82.06","2.56"
"1.690608e+12","2023.07.29 13:45","405","30.05","46.06","0.10","8.89","82.06","2.56"
"1690609200000","2023.07.29 14:05","405","30.06","46.07","0.10","8.89","82.07","2.56"
"1690610400000","2023.07.29 14:25","405","30.07","46.08","0.10","8.90","82.07","2.56"
"1.690611e+12","2023.07.29 14:35","405","30.07","46.08","0.10","8.90","82.08","2.56"
"1690611600000","2023.07.29 14:45","405","30.08","46.09","0.10","8.90","82.08","2.56"
"1690612800000","2023.07.29 15:05","405","30.09","46.09","0.10","8.94","82.09","2.56"
"1.690614e+12","2023.07.29 15:25","407","30.10","46.10","0.10","8.95","82.09","2.56"
"1690614600000","2023.07.29 15:35","407","30.10","46.11","0.10","8.95","82.09","2.56"
"1690615200000","2023.07.29 15:45","407","30.11","46.11","0.10","8.95","82.09","2.56"
"1690616400000","2023.07.29 16:05","407","30.12","46.13","0.10","8.95","82.10","2.56"
"1690617600000","2023.07.29 16:25","407","30.13","46.14","0.10","8.95","82.10","2.56"
"1690618200000","2023.07.29 16:35","407","30.14","46.14","0.10","8.99","82.10","2.56"
"1690618800000","2023.07.29 16:45","407","30.14","46.15","0.10","8.99","82.10","2.56"
"1.69062e+12","2023.07.29 17:05","407","30.15","46.16","0.10","8.99","82.11","2.56"
"1690621200000","2023.07.29 17:25","407","30.16","46.16","0.10","8.99","82.12","2.56"
"1690621800000","2023.07.29 17:35","409","30.16","46.17","0.10","8.99","82.12","2.56"
"1690622400000","2023.07.29 17:45","409","30.16","46.17","0.10","9.00","82.12","2.56"
"1690623600000","2023.07.29 18:05","410","30.17","46.18","0.10","9.01","82.13","2.56"
"1690624800000","2023.07.29 18:25","412","30.18","46.19","0.10","9.02","82.13","2.56"
"1690625400000","2023.07.29 18:35","412","30.19","46.19","0.10","9.05","82.13","2.56"
"1.690626e+12","2023.07.29 18:45","412","30.19","46.19","0.10","9.05","82.13","2.56"
"1690627200000","2023.07.29 19:05","413","30.20","46.20","0.10","9.05","82.13","2.56"
"1690627800000","2023.07.29 19:15","413","30.20","46.20","0.10","9.06","82.13","2.56"
"1.690629e+12","2023.07.29 19:35","415","30.20","46.21","0.10","9.06","82.14","2.56"
"1690629600000","2023.07.29 19:45","415","30.21","46.21","0.10","9.06","82.14","2.56"
"1690630800000","2023.07.29 20:05","415","30.22","46.22","0.10","9.11","82.14","2.56"
"1690632600000","2023.07.29 20:35","417","30.23","46.23","0.10","9.11","82.15","2.56"
"1690633800000","2023.07.29 20:55","417","30.24","46.24","0.10","9.11","82.15","2.56"
"1690635600000","2023.07.29 21:25","417","30.25","46.25","0.10","9.11","82.15","2.58"
"1690636200000","2023.07.29 21:35","417","30.26","46.25","0.10","9.11","82.16","2.58"
"1690636800000","2023.07.29 21:45","417","30.27","46.25","0.10","9.14","82.16","2.60"
"1.690638e+12","2023.07.29 22:05","417","30.28","46.26","0.10","9.15","82.17","2.61"
"1690639200000","2023.07.29 22:25","417","30.30","46.26","0.10","9.22","82.19","2.61"
"1690639800000","2023.07.29 22:35","417","30.31","46.26","0.10","9.22","82.20","2.61"
"1690640400000","2023.07.29 22:45","417","30.31","46.27","0.10","9.25","82.20","2.61"
"1690641600000","2023.07.29 23:05","418","30.32","46.27","0.10","9.26","82.20","2.61"
"1690642800000","2023.07.29 23:25","418","30.32","46.28","0.10","9.26","82.21","2.61"
"1690643400000","2023.07.29 23:35","418","30.33","46.28","0.10","9.26","82.21","2.61"
"1.690644e+12","2023.07.29 23:45","418","30.33","46.28","0.10","9.26","82.21","2.61"
"1690645200000","2023.07.30 00:05","418","30.33","46.28","0.10","9.26","82.22","2.61"
"1690646400000","2023.07.30 00:25","418","30.34","46.29","0.10","9.26","82.22","2.61"
"1.690647e+12","2023.07.30 00:35","418","30.34","46.29","0.10","9.26","82.23","2.61"
"1690647600000","2023.07.30 00:45","418","30.35","46.30","0.10","9.29","82.23","2.61"
"1690648800000","2023.07.30 01:05","418","30.35","46.30","0.10","9.29","82.23","2.61"
"1.69065e+12","2023.07.30 01:25","419","30.36","46.31","0.10","9.30","82.23","2.61"
"1690650600000","2023.07.30 01:35","419","30.38","46.31","0.10","9.32","82.23","2.63"
"1690651200000","2023.07.30 01:45","419","30.38","46.31","0.10","9.32","82.23","2.63"
"1690652400000","2023.07.30 02:05","421","30.39","46.32","0.10","9.35","82.24","2.63"
"1690653600000","2023.07.30 02:25","421","30.40","46.32","0.10","9.40","82.25","2.63"
"1690654200000","2023.07.30 02:35","421","30.40","46.33","0.10","9.40","82.25","2.63"
"1690654800000","2023.07.30 02:45","421","30.40","46.33","0.10","9.40","82.25","2.63"
"1.690656e+12","2023.07.30 03:05","421","30.41","46.33","0.10","9.40","82.25","2.63"
"1690656600000","2023.07.30 03:15","422","30.41","46.33","0.10","9.40","82.25","2.63"
"1690657800000","2023.07.30 03:35","422","30.41","46.34","0.10","9.42","82.25","2.63"
"1690658400000","2023.07.30 03:45","422","30.41","46.34","0.10","9.42","82.25","2.63"
"1690659600000","2023.07.30 04:05","422","30.42","46.34","0.10","9.42","82.25","2.63"
"1690660800000","2023.07.30 04:25","422","30.42","46.34","0.10","9.42","82.25","2.63"
"1690661400000","2023.07.30 04:35","422","30.42","46.34","0.10","9.42","82.25","2.63"
"1.690662e+12","2023.07.30 04:45","422","30.42","46.34","0.10","9.42","82.25","2.63"
"1690663200000","2023.07.30 05:05","422","30.42","46.34","0.10","9.42","82.26","2.63"
"1690664400000","2023.07.30 05:25","422","30.42","46.35","0.10","9.42","82.26","2.63"
"1.690665e+12","2023.07.30 05:35","422","30.42","46.35","0.10","9.42","82.26","2.63"
"1690665600000","2023.07.30 05:45","423","30.42","46.35","0.10","9.42","82.26","2.63"
"1690666800000","2023.07.30 06:05","423","30.43","46.35","0.10","9.42","82.26","2.63"
"1.690668e+12","2023.07.30 06:25","423","30.43","46.35","0.10","9.42","82.26","2.63"
"1690668600000","2023.07.30 06:35","423","30.43","46.35","0.10","9.42","82.26","2.63"
"1690669200000","2023.07.30 06:45","423","30.43","46.35","0.10","9.42","82.26","2.63"
"1690670400000","2023.07.30 07:05","423","30.43","46.36","0.10","9.42","82.26","2.63"
"1690671600000","2023.07.30 07:25","423","30.44","46.36","0.10","9.46","82.26","2.63"
"1690672200000","2023.07.30 07:35","424","30.44","46.36","0.10","9.46","82.26","2.63"
"1690672800000","2023.07.30 07:45","424","30.44","46.36","0.10","9.46","82.26","2.63"
"1.690674e+12","2023.07.30 08:05","424","30.44","46.36","0.10","9.46","82.26","2.63"
"1690678200000","2023.07.30 09:15","425","30.45","46.37","0.10","9.47","82.27","2.63"
"1690681800000","2023.07.30 10:15","426","30.46","46.39","0.10","9.48","82.27","2.63"
"1690683600000","2023.07.30 10:45","426","30.47","46.40","0.10","9.49","82.27","2.63"
"1690684800000","2023.07.30 11:05","427","30.48","46.40","0.10","9.50","82.27","2.63"
"1.690686e+12","2023.07.30 11:25","427","30.50","46.41","0.10","9.50","82.28","2.68"
"1690686600000","2023.07.30 11:35","427","30.51","46.41","0.10","9.52","82.28","2.68"
"1690687200000","2023.07.30 11:45","427","30.51","46.41","0.10","9.52","82.29","2.68"
"1690688400000","2023.07.30 12:05","428","30.52","46.42","0.10","9.52","82.30","2.68"
"1690689600000","2023.07.30 12:25","428","30.53","46.43","0.10","9.53","82.31","2.68"
"1690690200000","2023.07.30 12:35","429","30.53","46.43","0.10","9.53","82.31","2.68"
"1690690800000","2023.07.30 12:45","429","30.53","46.43","0.10","9.53","82.31","2.68"
"1.690692e+12","2023.07.30 13:05","429","30.54","46.44","0.10","9.53","82.32","2.68"
"1690693200000","2023.07.30 13:25","429","30.55","46.44","0.10","9.53","82.32","2.68"
"1690693800000","2023.07.30 13:35","431","30.55","46.45","0.10","9.53","82.33","2.68"
"1690694400000","2023.07.30 13:45","431","30.55","46.45","0.10","9.53","82.33","2.68"
"1690695600000","2023.07.30 14:05","431","30.56","46.45","0.10","9.55","82.33","2.68"
"1690696800000","2023.07.30 14:25","431","30.57","46.46","0.10","9.57","82.33","2.68"
"1.690698e+12","2023.07.30 14:45","431","30.57","46.47","0.10","9.57","82.33","2.68"
"1.690698e+12","2023.07.30 14:45","431","30.57","46.47","0.10","9.57","82.33","2.68"
"1690699200000","2023.07.30 15:05","431","30.58","46.48","0.10","9.57","82.33","2.68"
"1690700400000","2023.07.30 15:25","432","30.59","46.48","0.10","9.57","82.34","2.68"
"1.690701e+12","2023.07.30 15:35","433","30.59","46.49","0.10","9.57","82.34","2.68"
"1690701600000","2023.07.30 15:45","435","30.59","46.49","0.10","9.57","82.34","2.68"
"1690702800000","2023.07.30 16:05","435","30.60","46.50","0.10","9.58","82.35","2.68"
"1.690704e+12","2023.07.30 16:25","435","30.61","46.51","0.10","9.59","82.37","2.68"
"1690704600000","2023.07.30 16:35","435","30.61","46.51","0.10","9.59","82.37","2.68"
"1690705200000","2023.07.30 16:45","435","30.62","46.51","0.10","9.59","82.37","2.68"
"1690706400000","2023.07.30 17:05","435","30.62","46.52","0.10","9.59","82.37","2.68"
"1690707600000","2023.07.30 17:25","436","30.64","46.53","0.10","9.59","82.39","2.68"
"1690708200000","2023.07.30 17:35","436","30.64","46.53","0.10","9.59","82.39","2.68"
"1690708800000","2023.07.30 17:45","436","30.65","46.54","0.10","9.61","82.39","2.70"
"1.69071e+12","2023.07.30 18:05","436","30.66","46.55","0.10","9.63","82.39","2.70"
"1690711200000","2023.07.30 18:25","436","30.68","46.55","0.10","9.69","82.40","2.70"
"1690711800000","2023.07.30 18:35","438","30.68","46.56","0.10","9.69","82.40","2.70"
"1690712400000","2023.07.30 18:45","438","30.69","46.56","0.10","9.69","82.41","2.70"
"1690713600000","2023.07.30 19:05","438","30.69","46.56","0.10","9.69","82.41","2.70"
"1690714200000","2023.07.30 19:15","438","30.69","46.57","0.10","9.72","82.41","2.70"
"1690715400000","2023.07.30 19:35","442","30.70","46.57","0.10","9.72","82.41","2.70"
"1.690716e+12","2023.07.30 19:45","442","30.71","46.58","0.10","9.73","82.41","2.70"
"1690717200000","2023.07.30 20:05","443","30.71","46.58","0.10","9.73","82.41","2.70"
"1.690719e+12","2023.07.30 20:35","444","30.73","46.59","0.10","9.78","82.43","2.70"
"1690720200000","2023.07.30 20:55","444","30.74","46.60","0.10","9.78","82.44","2.70"
"1.690722e+12","2023.07.30 21:25","444","30.75","46.61","0.10","9.81","82.45","2.70"
"1690722600000","2023.07.30 21:35","446","30.75","46.61","0.10","9.82","82.45","2.70"
"1690723200000","2023.07.30 21:45","447","30.76","46.61","0.10","9.82","82.45","2.70"
"1690724400000","2023.07.30 22:05","447","30.77","46.62","0.10","9.84","82.45","2.70"
"1690725600000","2023.07.30 22:25","448","30.77","46.63","0.10","9.84","82.45","2.70"
"1690726200000","2023.07.30 22:35","449","30.78","46.63","0.10","9.87","82.45","2.70"
"1690726800000","2023.07.30 22:45","450","30.78","46.63","0.10","9.87","82.45","2.70"
"1.690728e+12","2023.07.30 23:05","451","30.78","46.64","0.10","9.87","82.45","2.70"
"1690729200000","2023.07.30 23:25","451","30.79","46.64","0.10","9.87","82.47","2.70"
"1690729800000","2023.07.30 23:35","452","30.79","46.64","0.10","9.87","82.47","2.70"
"1690730400000","2023.07.30 23:45","452","30.80","46.65","0.10","9.88","82.47","2.70"
"1690731600000","2023.07.31 00:05","453","30.80","46.65","0.10","9.88","82.47","2.70"
"1690732800000","2023.07.31 00:25","0","0.00","0.00","0.00","0.00","0.00","0.00"
"1.690734e+12","2023.07.31 00:45","821","0.39","8.70","0.00","0.00","0.92","0.00"
"1690734600000","2023.07.31 00:55","821","0.71","11.84","0.00","0.02","0.92","0.00"
"1690735200000","2023.07.31 01:05","821","1.02","14.20","0.00","0.02","0.92","0.00"
"1690736400000","2023.07.31 01:25","825","1.46","16.53","0.00","0.05","2.38","0.00"
"1.690737e+12","2023.07.31 01:35","795","1.82","17.63","0.00","0.05","4.91","0.02"
"1690737600000","2023.07.31 01:45","787","2.00","18.53","0.00","0.05","4.91","0.02"
"1690738800000","2023.07.31 02:05","799","2.20","19.53","0.00","0.05","4.91","0.02"
"1.69074e+12","2023.07.31 02:25","777","2.50","20.68","0.00","0.05","5.70","0.02"
"1690740600000","2023.07.31 02:35","774","2.65","21.32","0.00","0.05","5.70","0.02"
"1690741200000","2023.07.31 02:45","776","2.73","21.69","0.00","0.05","5.70","0.02"
"1690742400000","2023.07.31 03:05","768","2.91","22.47","0.00","0.05","5.70","0.02"
"1.690743e+12","2023.07.31 03:15","769","2.96","22.70","0.00","0.05","5.70","0.02"
"1690744200000","2023.07.31 03:35","768","3.13","23.16","0.00","0.08","6.23","0.02"
"1690744800000","2023.07.31 03:45","760","3.24","23.60","0.00","0.08","6.23","0.02"
"1.690746e+12","2023.07.31 04:05","715","3.62","23.92","0.00","0.08","9.41","0.02"
"1690747200000","2023.07.31 04:25","717","3.70","24.20","0.00","0.08","9.41","0.02"
"1690747800000","2023.07.31 04:35","721","3.76","24.44","0.00","0.08","9.41","0.02"
"1690748400000","2023.07.31 04:45","716","3.83","24.71","0.00","0.08","9.41","0.02"
"1690749600000","2023.07.31 05:05","719","3.88","24.88","0.00","0.08","9.41","0.02"
"1690750800000","2023.07.31 05:25","726","3.92","25.04","0.00","0.08","9.41","0.02"
"1690751400000","2023.07.31 05:35","734","3.94","25.12","0.00","0.08","9.41","0.02"
"1.690752e+12","2023.07.31 05:45","735","3.95","25.14","0.00","0.08","9.41","0.02"
"1690753200000","2023.07.31 06:05","742","3.98","25.23","0.00","0.08","9.41","0.02"
"1690754400000","2023.07.31 06:25","744","4.03","25.41","0.00","0.08","9.41","0.02"
"1.690755e+12","2023.07.31 06:35","755","4.04","25.45","0.00","0.08","9.41","0.02"
